movie_financial_summary_display_name,movie_financial_summary_domestic_box_office,movie_financial_summary_production_budget,movie_acting_role_display_name,movie_acting_role_billing,movie_acting_role_character_name,movie_technical_role_display_name,movie_genre_display_name,movie_source_display_name,movie_creative_type_display_name,movie_production_method_display_name,movie_sequel,movie_theatrical_release_release_date
Arlington Road,24419219,21500000,Jeff Bridges,1,Michael Faraday,Mark Pellington,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,1999-07-09
Armageddon,201578182,140000000,Liv Tyler,3,Grace Stamper,Michael Bay,Adventure,Original Screenplay,Science Fiction,Live Action,0,1998-07-01
Armageddon,201578182,140000000,Billy Bob Thornton,2,Dan Truman,Michael Bay,Adventure,Original Screenplay,Science Fiction,Live Action,0,1998-07-01
Armageddon,201578182,140000000,Bruce Willis,1,Harry S. Stamper,Michael Bay,Adventure,Original Screenplay,Science Fiction,Live Action,0,1998-07-01
Armored,15988876,20000000,Laurence Fishburne,3,Baines,Nimrod Antal,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2009-12-04
Armored,15988876,20000000,Matt Dillon,1,Mike Cockrane,Nimrod Antal,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2009-12-04
Armored,15988876,20000000,Jean Reno,2,Quinn,Nimrod Antal,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2009-12-04
Arthur Christmas,46462469,85000000,James McAvoy,1,Arthur,Sarah Smith,Adventure,Original Screenplay,Kids Fiction,Digital Animation,0,2011-11-23
Arthur Christmas,46462469,85000000,Hugh Laurie,2,Steve,Sarah Smith,Adventure,Original Screenplay,Kids Fiction,Digital Animation,0,2011-11-23
Arthur Christmas,46462469,85000000,Jim Broadbent,3,Santa,Sarah Smith,Adventure,Original Screenplay,Kids Fiction,Digital Animation,0,2011-11-23
Artificial Intelligence: AI,78616689,90000000,Frances O'Connor,3,Monica Swinton,Steven Spielberg,Drama,Based on Fiction Book/Short Story,Science Fiction,Animation/Live Action,0,2001-06-29
Artificial Intelligence: AI,78616689,90000000,Jude Law,2,Gigolo Joe,Steven Spielberg,Drama,Based on Fiction Book/Short Story,Science Fiction,Animation/Live Action,0,2001-06-29
Artificial Intelligence: AI,78616689,90000000,Haley Joel Osment,1,David Swinton,Steven Spielberg,Drama,Based on Fiction Book/Short Story,Science Fiction,Animation/Live Action,0,2001-06-29
As Good as it Gets,148478011,50000000,Helen Hunt,2,Carol Connelly,James L. Brooks,Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,1997-12-24
As Good as it Gets,148478011,50000000,Jack Nicholson,1,Melvin Udall,James L. Brooks,Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,1997-12-24
As Good as it Gets,148478011,50000000,Greg Kinnear,3,Simon Bishop,James L. Brooks,Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,1997-12-24
ATL,21170563,17000000,Lauren London,2,New New,Aaron Zigman,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2006-03-31
ATL,21170563,17000000,T.I. Tip Harris,1,Rashad,Aaron Zigman,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2006-03-31
ATL,21170563,17000000,Big Boi,3,Marcus,Aaron Zigman,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2006-03-31
Attack the Block,1024175,13000000,Jodie Whittaker,2,Sam,Edgar Wright,Action,Original Screenplay,Fantasy,Live Action,0,2011-07-29
Attack the Block,1024175,13000000,Alex Esmail,3,Pest,Edgar Wright,Action,Original Screenplay,Fantasy,Live Action,0,2011-07-29
Attack the Block,1024175,13000000,John Boyega,1,Moses,Edgar Wright,Action,Original Screenplay,Fantasy,Live Action,0,2011-07-29
Austin Powers in Goldmember,213117789,63000000,Mike Myers,1,Austin Powers/Dr. Evil/Fat Bastard/Goldmember,Toby Emmerich,Comedy,Original Screenplay,,Live Action,1,2002-07-25
Austin Powers in Goldmember,213117789,63000000,Michael Caine,3,Captain Hendricks/Nigel Powers,Toby Emmerich,Comedy,Original Screenplay,,Live Action,1,2002-07-25
Austin Powers in Goldmember,213117789,63000000,Beyonce Knowles,2,Foxxy Cleopatra,Toby Emmerich,Comedy,Original Screenplay,,Live Action,1,2002-07-25
Avatar,760507625,425000000,Sigourney Weaver,3,Dr. Grace Augustine,Deborah L. Scott,Action,Original Screenplay,Science Fiction,Animation/Live Action,0,2009-12-18
Avatar,760507625,425000000,Sam Worthington,1,Jake Sully,Deborah L. Scott,Action,Original Screenplay,Science Fiction,Animation/Live Action,0,2009-12-18
Avatar,760507625,425000000,Zoe Saldana,2,Neytiri,Deborah L. Scott,Action,Original Screenplay,Science Fiction,Animation/Live Action,0,2009-12-18
Away We Go,9451946,21000000,Jeff Daniels,3,Jerry,Sam Mendes,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2009-06-05
Away We Go,9451946,21000000,Maya Rudolph,2,Verona,Sam Mendes,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2009-06-05
Away We Go,9451946,21000000,John Krasinski,1,Burt,Sam Mendes,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2009-06-05
Babylon A.D.,22532572,45000000,Melanie Thierry,2,Aurora,Mathieu Kassovitz,Action,Based on Fiction Book/Short Story,Science Fiction,Live Action,0,2008-08-29
Babylon A.D.,22532572,45000000,Michelle Yeoh,3,Sister Rebecca,Mathieu Kassovitz,Action,Based on Fiction Book/Short Story,Science Fiction,Live Action,0,2008-08-29
Babylon A.D.,22532572,45000000,Vin Diesel,1,Thoorop,Mathieu Kassovitz,Action,Based on Fiction Book/Short Story,Science Fiction,Live Action,0,2008-08-29
Back to the Future,210609762,19000000,Crispin Glover,3,George Douglas McFly,Robert Zemeckis,Adventure,Original Screenplay,,Live Action,0,1985-07-03
Back to the Future,210609762,19000000,Michael J. Fox,1,Marty McFly,Robert Zemeckis,Adventure,Original Screenplay,,Live Action,0,1985-07-03
Back to the Future,210609762,19000000,Christopher Lloyd,2,Doc Emmett L. Brown,Robert Zemeckis,Adventure,Original Screenplay,,Live Action,0,1985-07-03
Back to the Future Part II,118450002,40000000,Lea Thompson,3,Lorraine Baines,Robert Zemeckis,Adventure,Original Screenplay,Science Fiction,Live Action,1,1989-11-22
Back to the Future Part II,118450002,40000000,Michael J. Fox,1,Marty McFly (sr)/Marty McFly jr/Marlene McFly,Robert Zemeckis,Adventure,Original Screenplay,Science Fiction,Live Action,1,1989-11-22
Back to the Future Part II,118450002,40000000,Christopher Lloyd,2,Doc Emmett L. Brown,Robert Zemeckis,Adventure,Original Screenplay,Science Fiction,Live Action,1,1989-11-22
Back to the Future Part III,87666629,40000000,Mary Steenburgen,3,Clara Clayton,Robert Zemeckis,Adventure,Original Screenplay,Science Fiction,Live Action,1,1990-05-24
Back to the Future Part III,87666629,40000000,Michael J. Fox,1,Marty McFly/Seamus McFly,Robert Zemeckis,Adventure,Original Screenplay,Science Fiction,Live Action,1,1990-05-24
Back to the Future Part III,87666629,40000000,Christopher Lloyd,2,Doc Emmett L. Brown,Robert Zemeckis,Adventure,Original Screenplay,Science Fiction,Live Action,1,1990-05-24
Bad Boys II,138540870,130000000,Will Smith,2,Mike Lowrey,Ron Shelton,Action,Original Screenplay,Contemporary Fiction,Live Action,1,2003-07-18
Bad Boys II,138540870,130000000,Martin Lawrence,1,Marcus Burnett,Ron Shelton,Action,Original Screenplay,Contemporary Fiction,Live Action,1,2003-07-18
Bad Boys II,138540870,130000000,Jordi Molla,3,Johnny Tapia,Ron Shelton,Action,Original Screenplay,Contemporary Fiction,Live Action,1,2003-07-18
Bad Teacher,100292856,19000000,Cameron Diaz,1,Elizabeth Halsey,Jake Kasdan,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2011-06-24
Bad Teacher,100292856,19000000,Jason Segel,3,Russell Gettis,Jake Kasdan,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2011-06-24
Bad Teacher,100292856,19000000,Lucy Punch,2,Amy Squirrell,Jake Kasdan,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2011-06-24
Barney's Version,7502560,30000000,Rosamund Pike,3,Miriam,Robert Lantos ,Drama,Based on Fiction Book/Short Story,Dramatization,Live Action,0,2010-12-17
Barney's Version,7502560,30000000,Paul Giamatti,1,Barney,Robert Lantos ,Drama,Based on Fiction Book/Short Story,Dramatization,Live Action,0,2010-12-17
Barney's Version,7502560,30000000,Dustin Hoffman,2,Izzy,Robert Lantos ,Drama,Based on Fiction Book/Short Story,Dramatization,Live Action,0,2010-12-17
Basic,26599248,50000000,Connie Nielsen,3,Osborne,John McTiernan,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2003-03-28
Basic,26599248,50000000,Samuel L. Jackson,2,West,John McTiernan,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2003-03-28
Basic,26599248,50000000,John Travolta,1,Hardy,John McTiernan,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2003-03-28
Batman,251188924,35000000,Kim Basinger,3,Vicki Vale,Tim Burton,Action,Based on Comic/Graphic Novel,Super Hero,Live Action,0,1989-06-23
Batman,251188924,35000000,Michael Keaton,2,Batman/Bruce Wayne,Tim Burton,Action,Based on Comic/Graphic Novel,Super Hero,Live Action,0,1989-06-23
Batman,251188924,35000000,Jack Nicholson,1,The Joker,Tim Burton,Action,Based on Comic/Graphic Novel,Super Hero,Live Action,0,1989-06-23
Batman Begins,205343774,150000000,Michael Caine,2,Alfred Pennyworth,Christopher Nolan,Action,Based on Comic/Graphic Novel,,Live Action,0,2005-06-15
Batman Begins,205343774,150000000,Christian Bale,1,Batman/Bruce Wayne,Christopher Nolan,Action,Based on Comic/Graphic Novel,,Live Action,0,2005-06-15
Batman Begins,205343774,150000000,Liam Neeson,3,Henri Ducard,Christopher Nolan,Action,Based on Comic/Graphic Novel,,Live Action,0,2005-06-15
Battle of the Year,8888355,20000000,Josh Holloway,1,Derrek,Tom Frazier,Drama,Based on Movie,Contemporary Fiction,Live Action,0,2013-09-20
Battle of the Year,8888355,20000000,Laz Alonso,2,Dante,Tom Frazier,Drama,Based on Movie,Contemporary Fiction,Live Action,0,2013-09-20
Battle of the Year,8888355,20000000,Josh Peck,3,Franklyn,Tom Frazier,Drama,Based on Movie,Contemporary Fiction,Live Action,0,2013-09-20
Battle: Los Angeles,83552429,70000000,Michelle Rodriguez,2,Tech Sgt. Elena Santos,Jonathan Liebesman,Action,Original Screenplay,Science Fiction,Live Action,0,2011-03-11
Battle: Los Angeles,83552429,70000000,Ramon Rodriguez,3,2nd Lt. William Martinez,Jonathan Liebesman,Action,Original Screenplay,Science Fiction,Live Action,0,2011-03-11
Battle: Los Angeles,83552429,70000000,Aaron Eckhart,1,Staff Sgt. Michael Nantz,Jonathan Liebesman,Action,Original Screenplay,Science Fiction,Live Action,0,2011-03-11
Battleship,65235400,209000000,Alexander Skarsgård,2,Commander Stone Hopper,Brian Goldner,Action,Based on Game,Contemporary Fiction,Live Action,0,2012-05-18
Battleship,65235400,209000000,Taylor Kitsch,1,Lieutenant Alex Hopper,Brian Goldner,Action,Based on Game,Contemporary Fiction,Live Action,0,2012-05-18
Battleship,65235400,209000000,Rihanna,3,Petty Officer Cora Raikes,Brian Goldner,Action,Based on Game,Contemporary Fiction,Live Action,0,2012-05-18
Beastly,27865571,17000000,Mary-Kate Olsen,3,Kendra,Sarah Halley Finn,Drama,Original Screenplay,Fantasy,Live Action,0,2011-03-04
Beastly,27865571,17000000,Alex Pettyfer,1,Kyle,Sarah Halley Finn,Drama,Original Screenplay,Fantasy,Live Action,0,2011-03-04
Beastly,27865571,17000000,Justin Bradley,2,Student,Sarah Halley Finn,Drama,Original Screenplay,Fantasy,Live Action,0,2011-03-04
Beasts of the Southern Wild,12795746,1800000,Dwight Henry,2,Wink,Behn Zeitlin,Drama,Based on Play,Fantasy,Live Action,0,2012-06-27
Beasts of the Southern Wild,12795746,1800000,Levy Easterly,3,Jean Battiste,Behn Zeitlin,Drama,Based on Play,Fantasy,Live Action,0,2012-06-27
Beasts of the Southern Wild,12795746,1800000,Quenzhane Wallis,1,Hushpuppy,Behn Zeitlin,Drama,Based on Play,Fantasy,Live Action,0,2012-06-27
Beautiful Creatures,19452138,50000000,Alden Ehrenreich,1,Ethan Wate,Richard LaGravenese,Thriller/Suspense,Based on Fiction Book/Short Story,Fantasy,Live Action,0,2013-02-14
Beautiful Creatures,19452138,50000000,Alice Englert,2,Lena Duchannes,Richard LaGravenese,Thriller/Suspense,Based on Fiction Book/Short Story,Fantasy,Live Action,0,2013-02-14
Beautiful Creatures,19452138,50000000,Jeremy Irons,3,Macon Ravenwood,Richard LaGravenese,Thriller/Suspense,Based on Fiction Book/Short Story,Fantasy,Live Action,0,2013-02-14
Beauty and the Beast,218951625,20000000,Paige O'Hara,1,Belle,Gary Trousdale,Musical,Based on Fiction Book/Short Story,Fantasy,Hand Animation,0,2002-06-21
Beauty and the Beast,218951625,20000000,Robby Benson,2,Beast,Gary Trousdale,Musical,Based on Fiction Book/Short Story,Fantasy,Hand Animation,0,2002-06-21
Beauty and the Beast,218951625,20000000,Richard White,3,Gaston,Gary Trousdale,Musical,Based on Fiction Book/Short Story,Fantasy,Hand Animation,0,2002-06-21
Bedtime Stories,110101975,80000000,Guy Pearce,3,Kendall,Adam Shankman,Comedy,Original Screenplay,Fantasy,Live Action,0,2008-12-25
Bedtime Stories,110101975,80000000,Keri Russell,2,Jill,Adam Shankman,Comedy,Original Screenplay,Fantasy,Live Action,0,2008-12-25
Bedtime Stories,110101975,80000000,Adam Sandler,1,Skeeter Bronson,Adam Shankman,Comedy,Original Screenplay,Fantasy,Live Action,0,2008-12-25
Bee Movie,126631277,150000000,Matthew Broderick,3,Adam Flayman,Steve Hickner,Comedy,Original Screenplay,Kids Fiction,Digital Animation,0,2007-11-02
Bee Movie,126631277,150000000,Renee Zellweger,2,Vanessa Blume,Steve Hickner,Comedy,Original Screenplay,Kids Fiction,Digital Animation,0,2007-11-02
Bee Movie,126631277,150000000,Jerry Seinfeld,1,Barry Bee Benson,Steve Hickner,Comedy,Original Screenplay,Kids Fiction,Digital Animation,0,2007-11-02
Beginners,5790894,3200000,Melanie Laurent,3,Anna,Mike Mills ,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2011-06-03
Beginners,5790894,3200000,Ewan McGregor,1,Oliver,Mike Mills ,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2011-06-03
Beginners,5790894,3200000,Christopher Plummer,2,Hal,Mike Mills ,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2011-06-03
Beowulf,82195215,150000000,Robin Wright Penn,3,Queen Wealthow,Robert Zemeckis,Adventure,Based on Fiction Book/Short Story,Fantasy,Digital Animation,0,2007-11-16
Beowulf,82195215,150000000,Ray Winstone,1,Beowulf,Robert Zemeckis,Adventure,Based on Fiction Book/Short Story,Fantasy,Digital Animation,0,2007-11-16
Beowulf,82195215,150000000,Anthony Hopkins,2,King Hrothgar,Robert Zemeckis,Adventure,Based on Fiction Book/Short Story,Fantasy,Digital Animation,0,2007-11-16
Beverly Hills Chihuahua,94514402,20000000,Manolo Cardona,2,Sam Cortez,Jeff Bushell,Comedy,Original Screenplay,Fantasy,Live Action,0,2008-10-03
Beverly Hills Chihuahua,94514402,20000000,Jamie Lee Curtis,3,Aunt Viv,Jeff Bushell,Comedy,Original Screenplay,Fantasy,Live Action,0,2008-10-03
Beverly Hills Chihuahua,94514402,20000000,Piper Perabo,1,Rachel,Jeff Bushell,Comedy,Original Screenplay,Fantasy,Live Action,0,2008-10-03
Beverly Hills Cop,234760478,15000000,Lisa Eilbacher,2,Jenny Summers,Harold Faltermeyer,Action,Original Screenplay,,Live Action,0,1984-12-05
Beverly Hills Cop,234760478,15000000,Steven Berkoff,3,Victor Maitland,Harold Faltermeyer,Action,Original Screenplay,,Live Action,0,1984-12-05
Beverly Hills Cop,234760478,15000000,Eddie Murphy,1,Axel Foley,Harold Faltermeyer,Action,Original Screenplay,,Live Action,0,1984-12-05
Bewitched,63313159,80000000,Shirley MacLaine,3,Iris Smythson/Endora,Nora Ephron,Comedy,Based on TV,Fantasy,Live Action,0,2005-06-24
Bewitched,63313159,80000000,Will Ferrell,2,Jack Wyatt/Darrin ,Nora Ephron,Comedy,Based on TV,Fantasy,Live Action,0,2005-06-24
Bewitched,63313159,80000000,Nicole Kidman,1,Isabel Bigelow/Samantha ,Nora Ephron,Comedy,Based on TV,Fantasy,Live Action,0,2005-06-24
Beyond the Black Rainbow,56491,1100000,Michael Rogers,1,Barry,Panos Cosmatos,Drama,Original Screenplay,Fantasy,Live Action,0,2012-05-18
Beyond the Black Rainbow,56491,1100000,Eva Allan,2,Elena,Panos Cosmatos,Drama,Original Screenplay,Fantasy,Live Action,0,2012-05-18
Beyond the Black Rainbow,56491,1100000,Scott Hylands,3,Mercurio Arboria,Panos Cosmatos,Drama,Original Screenplay,Fantasy,Live Action,0,2012-05-18
Big,114968774,18000000,Tom Hanks,1,Josh,Penny Marshall,Comedy,Original Screenplay,Fantasy,Live Action,0,1988-06-03
Big,114968774,18000000,Elizabeth Perkins,2,Susan,Penny Marshall,Comedy,Original Screenplay,Fantasy,Live Action,0,1988-06-03
Big,114968774,18000000,Robert Loggia,3,MacMillan,Penny Marshall,Comedy,Original Screenplay,Fantasy,Live Action,0,1988-06-03
Big Daddy,163479795,30000000,Jon Stewart,3,Kevin,Dennis Dugan,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,1999-06-25
Big Daddy,163479795,30000000,Joey Lauren Adams,2,Layla Maloney,Dennis Dugan,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,1999-06-25
Big Daddy,163479795,30000000,Adam Sandler,1,Sonny Koufax,Dennis Dugan,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,1999-06-25
Biutiful,5101237,35000000,Maricel Alvarez,2,Marambra,Alejandro Gonzalez Inarritu,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2011-01-28
Biutiful,5101237,35000000,Eduard Fernandez,3,Tito,Alejandro Gonzalez Inarritu,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2011-01-28
Biutiful,5101237,35000000,Javier Bardem,1,Uxbal,Alejandro Gonzalez Inarritu,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2011-01-28
Black and White,5241315,10000000,Jared Leto,3,Casey,James Toback,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2000-04-05
Black and White,5241315,10000000,Robert Downey Jr.,1,Terry,James Toback,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2000-04-05
Black and White,5241315,10000000,Gabby Hofmann,2,Raven,James Toback,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2000-04-05
Black Hawk Down,108638745,95000000,Tom Sizemore,3,Lt. Col. Danny McKnight,Ridley Scott,Action,Based on Fiction Book/Short Story,Dramatization,Live Action,0,2001-12-28
Black Hawk Down,108638745,95000000,Ewan McGregor,2,Company Clerk John Grimes,Ridley Scott,Action,Based on Fiction Book/Short Story,Dramatization,Live Action,0,2001-12-28
Black Hawk Down,108638745,95000000,Josh Hartnett,1,Staff Sergeant Matt Eversmann,Ridley Scott,Action,Based on Fiction Book/Short Story,Dramatization,Live Action,0,2001-12-28
Black Nativity,5000000,17500000,Angela Bassett,2,Aretha Cobbs,Kasi Lemmons,Musical,Based on Play,Fantasy,Live Action,0,2013-11-27
Black Nativity,5000000,17500000,Tyrese Gibson,3,Loot/Tyson,Kasi Lemmons,Musical,Based on Play,Fantasy,Live Action,0,2013-11-27
Black Nativity,5000000,17500000,Forest Whitaker,1,Reverend Cornell,Kasi Lemmons,Musical,Based on Play,Fantasy,Live Action,0,2013-11-27
Black Rain,45892212,30000000,Ken Takakura,3,Masahiro,Ridley Scott,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,1989-09-22
Black Rain,45892212,30000000,Andy Garcia,2,Charlie,Ridley Scott,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,1989-09-22
Black Rain,45892212,30000000,Michael Douglas,1,Nick ,Ridley Scott,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,1989-09-22
Black Snake Moan,9396870,15000000,Justin Timberlake,3,Ronnie,Craig Brewer,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2007-03-02
Black Snake Moan,9396870,15000000,Christina Ricci,2,Rae,Craig Brewer,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2007-03-02
